0.4,0.5,1,0.5
0.39745,0.50965,1.0041,0.50567
0.39491,0.51931,1.0081,0.51132
0.39237,0.52896,1.0121,0.51693
0.38985,0.53862,1.0161,0.5225
0.38736,0.54829,1.0201,0.52799
0.38489,0.55796,1.0239,0.5334
0.38244,0.56764,1.0277,0.53871
0.38003,0.57733,1.0315,0.54389
0.37767,0.58704,1.0351,0.54895
0.37534,0.59675,1.0386,0.55386
0.37306,0.60647,1.042,0.55861
0.37083,0.61621,1.0452,0.56318
0.36865,0.62596,1.0484,0.56758
0.36653,0.63572,1.0513,0.57179
0.36446,0.6455,1.0542,0.57579
0.36246,0.65529,1.0568,0.57959
0.36052,0.66509,1.0594,0.58318
0.35864,0.67491,1.0617,0.58655
0.35683,0.68475,1.0639,0.5897
0.35508,0.69459,1.0659,0.59263
0.35339,0.70443,1.0676,0.59512
0.35177,0.71429,1.069,0.5974
0.35021,0.72415,1.0703,0.59946
0.34872,0.73403,1.0715,0.60134
0.3473,0.74391,1.0725,0.60302
0.34595,0.75381,1.0734,0.60454
0.34466,0.76371,1.0741,0.60589
0.34343,0.77362,1.0748,0.60709
0.34227,0.78354,1.0754,0.60815
0.34117,0.79346,1.0758,0.6091
0.34013,0.80339,1.0762,0.60994
0.33915,0.81333,1.0765,0.61069
0.33822,0.82327,1.0768,0.61136
0.33734,0.83321,1.077,0.61196
0.33651,0.84316,1.0772,0.61252
0.33574,0.85311,1.0774,0.61304
0.335,0.86306,1.0775,0.61355
0.33431,0.87301,1.0777,0.61404
0.33366,0.88296,1.0778,0.61454
0.33305,0.89292,1.078,0.61505
0.3324,0.90281,1.0783,0.61578
0.33178,0.9127,1.0786,0.61654
0.3312,0.9226,1.0789,0.61734
0.33065,0.9325,1.0792,0.61816
0.33013,0.9424,1.0796,0.61903
0.32964,0.9523,1.08,0.61993
0.32918,0.96221,1.0805,0.62088
0.32875,0.97213,1.081,0.62186
0.32834,0.98205,1.0815,0.62288
0.32796,0.99198,1.0821,0.62392
0.3276,1.0019,1.0827,0.625
0.32728,1.0119,1.0833,0.6261
0.32697,1.0218,1.0839,0.62723
0.32669,1.0318,1.0846,0.62837
0.32643,1.0418,1.0852,0.62951
0.3262,1.0518,1.0859,0.63067
0.32599,1.0618,1.0866,0.63182
0.3258,1.0718,1.0873,0.63296
0.32563,1.0819,1.088,0.63409
0.32548,1.0919,1.0886,0.6352
0.32533,1.1017,1.089,0.63589
0.3252,1.1115,1.0894,0.63657
0.32509,1.1213,1.0897,0.63722
0.325,1.1312,1.09,0.63786
0.32493,1.141,1.0903,0.63849
0.32488,1.1509,1.0906,0.63911
0.32485,1.1608,1.0909,0.63972
0.32483,1.1707,1.0912,0.64033
0.32483,1.1806,1.0915,0.64094
0.32485,1.1906,1.0918,0.64155
0.32488,1.2005,1.0922,0.64217
0.32493,1.2105,1.0925,0.64281
0.32499,1.2204,1.0928,0.64346
0.32507,1.2304,1.0931,0.64412
0.32516,1.2403,1.0934,0.6448
0.32526,1.2502,1.0938,0.6455
0.32537,1.2601,1.0941,0.64622
0.32549,1.2699,1.0945,0.64696
0.32562,1.2797,1.0948,0.64772
0.32575,1.2893,1.0952,0.6485
0.32586,1.2993,1.0957,0.64966
0.32597,1.3092,1.0962,0.65082
0.32609,1.3189,1.0967,0.65199
0.32621,1.3285,1.0972,0.65314
0.32634,1.3379,1.0977,0.65427
0.32647,1.347,1.0981,0.65538
0.3266,1.356,1.0986,0.65644
0.32673,1.3646,1.099,0.65746
0.32686,1.3729,1.0995,0.65842
0.32699,1.3809,1.0999,0.65931
0.32713,1.3886,1.1002,0.66014
0.32726,1.3959,1.1006,0.66089
0.32739,1.4029,1.1009,0.66157
0.32751,1.4094,1.1012,0.66216
0.32763,1.4155,1.1014,0.66267
0.32775,1.4212,1.1016,0.66309
0.32786,1.4265,1.1018,0.66344
0.32797,1.4313,1.1019,0.66372
0.32807,1.4358,1.102,0.66393
0.32817,1.4397,1.1021,0.66408
0.3282,1.4424,1.1018,0.66348
0.32823,1.4446,1.1015,0.66286
0.32825,1.4465,1.1012,0.66225
0.32827,1.4481,1.1009,0.66168
0.32828,1.4493,1.1006,0.66119
0.32829,1.4502,1.1004,0.66079
0.3283,1.451,1.1002,0.66054
0.3283,1.4515,1.1002,0.66045
0.3283,1.4519,1.1002,0.66058
0.32831,1.4521,1.1003,0.66094
0.32831,1.4523,1.1006,0.66158
0.32831,1.4525,1.101,0.66251
0.32832,1.4526,1.1016,0.66379
0.32833,1.4528,1.1023,0.66542
0.32834,1.4531,1.1032,0.66744
0.32835,1.4535,1.1043,0.66988
0.32836,1.454,1.1056,0.67275
0.32838,1.4547,1.1071,0.67606
0.32841,1.4556,1.1088,0.67985
0.32843,1.4567,1.1107,0.68411
0.32845,1.4589,1.1131,0.68945
0.32847,1.4613,1.1157,0.69527
0.32849,1.4639,1.1185,0.70156
0.32852,1.4667,1.1215,0.7083
0.32855,1.4697,1.1247,0.71547
0.32858,1.4729,1.1281,0.72305
0.32863,1.4763,1.1316,0.73103
0.32867,1.4797,1.1353,0.73937
0.32872,1.4833,1.1392,0.74805
0.32877,1.487,1.1432,0.75704
0.32883,1.4907,1.1473,0.7663
0.32889,1.4944,1.1515,0.7758
0.32895,1.4982,1.1558,0.78551
0.32902,1.5018,1.1601,0.7954
0.32908,1.5055,1.1645,0.80543
0.32915,1.509,1.169,0.81557
0.32921,1.5124,1.1735,0.82578
0.32927,1.5156,1.178,0.83603
0.32934,1.5186,1.1825,0.84628
0.3294,1.5215,1.1869,0.85651
0.32941,1.5232,1.1909,0.86604
0.32942,1.5247,1.1948,0.8755
0.32942,1.5259,1.1987,0.88488
0.32943,1.5269,1.2026,0.89418
0.32943,1.5277,1.2064,0.90339
0.32943,1.5283,1.2102,0.9125
